# x_fitting, y_fitting
0.100,0.855
0.101,0.855
0.102,0.854
0.102,0.854
0.103,0.853
0.104,0.853
0.105,0.853
0.106,0.852
0.106,0.852
0.107,0.852
0.108,0.851
0.109,0.851
0.110,0.850
0.110,0.850
0.111,0.850
0.112,0.849
0.113,0.849
0.114,0.848
0.114,0.848
0.115,0.847
0.116,0.847
0.117,0.847
0.118,0.846
0.118,0.846
0.119,0.845
0.120,0.845
0.121,0.844
0.122,0.844
0.122,0.843
0.123,0.843
0.124,0.842
0.125,0.842
0.126,0.842
0.126,0.841
0.127,0.841
0.128,0.840
0.129,0.840
0.130,0.839
0.130,0.839
0.131,0.838
0.132,0.838
0.133,0.837
0.134,0.837
0.134,0.836
0.135,0.836
0.136,0.835
0.137,0.835
0.138,0.834
0.138,0.834
0.139,0.833
0.140,0.832
0.141,0.832
0.142,0.831
0.142,0.831
0.143,0.830
0.144,0.830
0.145,0.829
0.146,0.829
0.146,0.828
0.147,0.828
0.148,0.827
0.149,0.826
0.150,0.826
0.150,0.825
0.151,0.825
0.152,0.824
0.153,0.824
0.154,0.823
0.154,0.822
0.155,0.822
0.156,0.821
0.157,0.821
0.158,0.820
0.158,0.819
0.159,0.819
0.160,0.818
0.161,0.818
0.162,0.817
0.162,0.816
0.163,0.816
0.164,0.815
0.165,0.815
0.166,0.814
0.166,0.813
0.167,0.813
0.168,0.812
0.169,0.811
0.170,0.811
0.170,0.810
0.171,0.810
0.172,0.809
0.173,0.808
0.174,0.808
0.174,0.807
0.175,0.806
0.176,0.806
0.177,0.805
0.178,0.804
0.178,0.804
0.179,0.803
0.180,0.802
0.181,0.802
0.182,0.801
0.182,0.800
0.183,0.800
0.184,0.799
0.185,0.798
0.186,0.798
0.186,0.797
0.187,0.796
0.188,0.796
0.189,0.795
0.190,0.794
0.190,0.793
0.191,0.793
0.192,0.792
0.193,0.791
0.194,0.791
0.194,0.790
0.195,0.789
0.196,0.789
0.197,0.788
0.198,0.787
0.198,0.786
0.199,0.786
0.200,0.785
0.201,0.784
0.202,0.784
0.203,0.783
0.203,0.782
0.204,0.781
0.205,0.781
0.206,0.780
0.207,0.779
0.207,0.778
0.208,0.778
0.209,0.777
0.210,0.776
0.211,0.775
0.211,0.775
0.212,0.774
0.213,0.773
0.214,0.772
0.215,0.772
0.215,0.771
0.216,0.770
0.217,0.769
0.218,0.769
0.219,0.768
0.219,0.767
0.220,0.766
0.221,0.766
0.222,0.765
0.223,0.764
0.223,0.763
0.224,0.763
0.225,0.762
0.226,0.761
0.227,0.760
0.227,0.759
0.228,0.759
0.229,0.758
0.230,0.757
0.231,0.756
0.231,0.756
0.232,0.755
0.233,0.754
0.234,0.753
0.235,0.752
0.235,0.752
0.236,0.751
0.237,0.750
0.238,0.749
0.239,0.748
0.239,0.748
0.240,0.747
0.241,0.746
0.242,0.745
0.243,0.744
0.243,0.744
0.244,0.743
0.245,0.742
0.246,0.741
0.247,0.740
0.247,0.740
0.248,0.739
0.249,0.738
0.250,0.737
0.251,0.736
0.251,0.736
0.252,0.735
0.253,0.734
0.254,0.733
0.255,0.732
0.255,0.731
0.256,0.731
0.257,0.730
