# x_fitting, y_fitting
0.100,0.876
0.101,0.876
0.102,0.875
0.102,0.875
0.103,0.875
0.104,0.875
0.105,0.875
0.106,0.874
0.106,0.874
0.107,0.874
0.108,0.874
0.109,0.874
0.110,0.873
0.110,0.873
0.111,0.873
0.112,0.873
0.113,0.873
0.114,0.872
0.114,0.872
0.115,0.872
0.116,0.872
0.117,0.872
0.118,0.871
0.118,0.871
0.119,0.871
0.120,0.871
0.121,0.870
0.122,0.870
0.122,0.870
0.123,0.870
0.124,0.869
0.125,0.869
0.126,0.869
0.126,0.869
0.127,0.868
0.128,0.868
0.129,0.868
0.130,0.867
0.130,0.867
0.131,0.867
0.132,0.867
0.133,0.866
0.134,0.866
0.134,0.866
0.135,0.865
0.136,0.865
0.137,0.865
0.138,0.865
0.138,0.864
0.139,0.864
0.140,0.864
0.141,0.863
0.142,0.863
0.142,0.863
0.143,0.862
0.144,0.862
0.145,0.862
0.146,0.862
0.146,0.861
0.147,0.861
0.148,0.861
0.149,0.860
0.150,0.860
0.150,0.860
0.151,0.859
0.152,0.859
0.153,0.859
0.154,0.858
0.154,0.858
0.155,0.858
0.156,0.857
0.157,0.857
0.158,0.857
0.158,0.856
0.159,0.856
0.160,0.855
0.161,0.855
0.162,0.855
0.162,0.854
0.163,0.854
0.164,0.854
0.165,0.853
0.166,0.853
0.166,0.853
0.167,0.852
0.168,0.852
0.169,0.851
0.170,0.851
0.170,0.851
0.171,0.850
0.172,0.850
0.173,0.849
0.174,0.849
0.174,0.849
0.175,0.848
0.176,0.848
0.177,0.847
0.178,0.847
0.178,0.847
0.179,0.846
0.180,0.846
0.181,0.845
0.182,0.845
0.182,0.845
0.183,0.844
0.184,0.844
0.185,0.843
0.186,0.843
0.186,0.843
0.187,0.842
0.188,0.842
0.189,0.841
0.190,0.841
0.190,0.840
0.191,0.840
0.192,0.840
0.193,0.839
0.194,0.839
0.194,0.838
0.195,0.838
0.196,0.837
0.197,0.837
0.198,0.836
0.198,0.836
0.199,0.836
0.200,0.835
0.201,0.835
0.202,0.834
0.203,0.834
0.203,0.833
0.204,0.833
0.205,0.832
0.206,0.832
0.207,0.831
0.207,0.831
0.208,0.831
0.209,0.830
0.210,0.830
0.211,0.829
0.211,0.829
0.212,0.828
0.213,0.828
0.214,0.827
0.215,0.827
0.215,0.826
0.216,0.826
0.217,0.825
0.218,0.825
0.219,0.824
0.219,0.824
0.220,0.823
0.221,0.823
0.222,0.822
0.223,0.822
0.223,0.821
0.224,0.821
0.225,0.820
0.226,0.820
0.227,0.819
0.227,0.819
0.228,0.818
0.229,0.818
0.230,0.817
0.231,0.817
0.231,0.816
0.232,0.816
0.233,0.815
0.234,0.815
0.235,0.814
0.235,0.814
0.236,0.813
0.237,0.813
0.238,0.812
0.239,0.812
0.239,0.811
0.240,0.811
0.241,0.810
0.242,0.810
0.243,0.809
0.243,0.809
0.244,0.808
0.245,0.807
0.246,0.807
0.247,0.806
0.247,0.806
0.248,0.805
0.249,0.805
0.250,0.804
0.251,0.804
0.251,0.803
0.252,0.803
0.253,0.802
0.254,0.802
0.255,0.801
0.255,0.800
0.256,0.800
0.257,0.799
0.258,0.799
0.259,0.798
0.259,0.798
0.260,0.797
0.261,0.797
0.262,0.796
0.263,0.795
0.263,0.795
0.264,0.794
0.265,0.794
0.266,0.793
0.267,0.793
0.267,0.792
0.268,0.792
0.269,0.791
0.270,0.790
0.271,0.790
0.271,0.789
0.272,0.789
0.273,0.788
0.274,0.788
0.275,0.787
0.275,0.786
0.276,0.786
0.277,0.785
0.278,0.785
0.279,0.784
0.279,0.784
0.280,0.783
0.281,0.782
0.282,0.782
0.283,0.781
0.283,0.781
0.284,0.780
0.285,0.779
0.286,0.779
0.287,0.778
0.287,0.778
0.288,0.777
0.289,0.777
0.290,0.776
0.291,0.775
0.291,0.775
0.292,0.774
0.293,0.774
0.294,0.773
0.295,0.772
0.295,0.772
0.296,0.771
