# x_fitting, y_fitting
0.100,0.877
0.101,0.877
0.102,0.877
0.102,0.877
0.103,0.877
0.104,0.877
0.105,0.877
0.106,0.877
0.106,0.877
0.107,0.877
0.108,0.877
0.109,0.877
0.110,0.877
0.110,0.876
0.111,0.876
0.112,0.876
0.113,0.876
0.114,0.876
0.114,0.876
0.115,0.876
0.116,0.876
0.117,0.876
0.118,0.876
0.118,0.876
0.119,0.876
0.120,0.876
0.121,0.876
0.122,0.876
0.122,0.876
0.123,0.876
0.124,0.876
0.125,0.876
0.126,0.876
0.126,0.876
0.127,0.876
0.128,0.876
0.129,0.876
0.130,0.876
0.130,0.875
0.131,0.875
0.132,0.875
0.133,0.875
0.134,0.875
0.134,0.875
0.135,0.875
0.136,0.875
0.137,0.875
0.138,0.875
0.138,0.875
0.139,0.875
0.140,0.875
0.141,0.875
0.142,0.874
0.142,0.874
0.143,0.874
0.144,0.874
0.145,0.874
0.146,0.874
0.146,0.874
0.147,0.874
0.148,0.874
0.149,0.874
0.150,0.874
0.150,0.873
0.151,0.873
0.152,0.873
0.153,0.873
0.154,0.873
0.154,0.873
0.155,0.873
0.156,0.873
0.157,0.873
0.158,0.873
0.158,0.872
0.159,0.872
0.160,0.872
0.161,0.872
0.162,0.872
0.162,0.872
0.163,0.872
0.164,0.872
0.165,0.871
0.166,0.871
0.166,0.871
0.167,0.871
0.168,0.871
0.169,0.871
0.170,0.871
0.170,0.871
0.171,0.870
0.172,0.870
0.173,0.870
0.174,0.870
0.174,0.870
0.175,0.870
0.176,0.870
0.177,0.869
0.178,0.869
0.178,0.869
0.179,0.869
0.180,0.869
0.181,0.869
0.182,0.869
0.182,0.868
0.183,0.868
0.184,0.868
0.185,0.868
0.186,0.868
0.186,0.868
0.187,0.867
0.188,0.867
0.189,0.867
0.190,0.867
0.190,0.867
0.191,0.867
0.192,0.866
0.193,0.866
0.194,0.866
0.194,0.866
0.195,0.866
0.196,0.866
0.197,0.865
0.198,0.865
0.198,0.865
0.199,0.865
0.200,0.865
0.201,0.864
0.202,0.864
0.203,0.864
0.203,0.864
0.204,0.864
0.205,0.864
0.206,0.863
0.207,0.863
0.207,0.863
0.208,0.863
0.209,0.863
0.210,0.862
0.211,0.862
0.211,0.862
0.212,0.862
0.213,0.862
0.214,0.861
0.215,0.861
0.215,0.861
0.216,0.861
0.217,0.861
0.218,0.860
0.219,0.860
0.219,0.860
0.220,0.860
0.221,0.859
0.222,0.859
0.223,0.859
0.223,0.859
0.224,0.859
0.225,0.858
0.226,0.858
0.227,0.858
0.227,0.858
0.228,0.857
0.229,0.857
0.230,0.857
0.231,0.857
0.231,0.857
0.232,0.856
0.233,0.856
0.234,0.856
0.235,0.856
0.235,0.855
0.236,0.855
0.237,0.855
0.238,0.855
0.239,0.854
0.239,0.854
0.240,0.854
0.241,0.854
0.242,0.853
0.243,0.853
0.243,0.853
0.244,0.853
0.245,0.852
0.246,0.852
0.247,0.852
0.247,0.852
0.248,0.851
0.249,0.851
0.250,0.851
0.251,0.851
0.251,0.850
0.252,0.850
0.253,0.850
0.254,0.850
0.255,0.849
0.255,0.849
0.256,0.849
0.257,0.849
0.258,0.848
0.259,0.848
0.259,0.848
0.260,0.848
0.261,0.847
0.262,0.847
0.263,0.847
0.263,0.846
0.264,0.846
0.265,0.846
0.266,0.846
0.267,0.845
0.267,0.845
0.268,0.845
0.269,0.845
0.270,0.844
0.271,0.844
0.271,0.844
0.272,0.843
0.273,0.843
0.274,0.843
0.275,0.843
0.275,0.842
0.276,0.842
0.277,0.842
0.278,0.841
0.279,0.841
0.279,0.841
0.280,0.841
0.281,0.840
0.282,0.840
0.283,0.840
0.283,0.839
0.284,0.839
0.285,0.839
0.286,0.838
0.287,0.838
0.287,0.838
0.288,0.838
0.289,0.837
0.290,0.837
0.291,0.837
0.291,0.836
0.292,0.836
0.293,0.836
0.294,0.835
0.295,0.835
0.295,0.835
0.296,0.834
0.297,0.834
0.298,0.834
0.299,0.834
0.299,0.833
0.300,0.833
0.301,0.833
0.302,0.832
0.303,0.832
0.303,0.832
0.304,0.831
0.305,0.831
0.306,0.831
0.307,0.830
0.307,0.830
0.308,0.830
0.309,0.829
0.310,0.829
0.311,0.829
0.311,0.828
0.312,0.828
0.313,0.828
0.314,0.827
0.315,0.827
0.315,0.827
0.316,0.826
0.317,0.826
0.318,0.826
0.319,0.825
0.319,0.825
0.320,0.825
0.321,0.824
0.322,0.824
0.323,0.824
0.323,0.823
0.324,0.823
0.325,0.823
0.326,0.822
0.327,0.822
0.327,0.822
0.328,0.821
0.329,0.821
0.330,0.821
0.331,0.820
0.331,0.820
0.332,0.820
0.333,0.819
